cemento,escoria_de_horno,ceniza_volante,agua,superplastificante,agregado_grueso,agregado_fino,edad_dias,resistencia_compresion,cemento_bis,alumno_cargador
133.0,210.0,0.0,196.0,3.0,949.0,795.0,28.0,31.026419999999998,130.0297396592761,A
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,,40.2309246,203.042932910784,B
480.0,,0.0,192.0,0.0,936.2,712.2,28.0,43.942373908,473.84343798220067,C
255.0,0.0,0.0,,0.0,889.8,945.0,7.0,10.222171176,249.36232012365073,B
382.5,0.0,0.0,185.7,0.0,1047.8,,7.0,24.065470304,375.00342617565644,A
,92.0,71.0,247.0,6.0,853.0,695.0,28.0,28.62704352,232.44900710500409,A
425.0,106.3,0.0,153.5,16.5,852.1,887.1,,64.30053176,416.97114570233606,A
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7.0,42.42345828,513.2940222596123,B
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28.0,55.50971276,215.0155815930605,A
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3.0,17.9953236,208.58344991535245,B
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28.0,36.34917472,147.82058046463032,A
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,356.06120680699684,B
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,39.48629052,,C
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90.0,43.25082948,197.67564687782266,B
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7.0,14.2032056,263.68948587813946,C
387.0,20.0,94.0,157.0,13.93,938.0,845.0,7.0,45.89841732,378.4012537993329,B
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7.0,42.79577532,301.9719966981259,C
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28.0,33.68779736,167.33069928487933,C
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3.0,17.22311048,251.06266470742574,B
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,3.0,17.36790044,213.6578471441605,A
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,18.12632404,338.7727184078351,C
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56.0,28.62704352,163.29792007536113,A
289.0,0.0,0.0,192.0,0.0,913.2,895.3,,11.654902304,284.57700185192937,C
379.5,151.2,,153.9,15.9,1134.3,605.0,56.0,54.896079119999996,371.74865234754503,A
525.0,0.0,0.0,,0.0,1125.0,613.0,90.0,58.78472376,511.0817129967253,A
393.0,0.0,0.0,,0.0,940.0,758.0,3.0,19.10537996,386.27784010309546,B
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28.0,81.75116932,312.62865205458155,C
310.0,0.0,0.0,192.0,0.0,970.0,850.0,,38.11423328,301.91580174882387,B
,200.9,0.0,144.7,,1004.6,803.7,7.0,37.997022359999995,281.87727093063756,C
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3.0,16.10960674,274.5457669745383,C
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28.0,29.41304616,154.6486406581068,C
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28.0,69.83702404,489.2024836242539,C
,144.0,112.0,220.0,10.0,923.0,658.0,28.0,16.49916068,155.6043146054107,B
236.0,157.0,0.0,192.0,0.0,972.6,-400.0,7.0,20.416073836,232.09710926582272,C
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28.0,65.99664272,427.17326275637737,B
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56.0,54.765078679999995,436.90965041682193,A
342.0,38.0,0.0,228.0,0.0,,670.0,365.0,56.141962252,332.28335219751295,C
297.16,0.0,,174.8,9.52,1022.8,753.45,28.0,47.401475,292.1299001870908,C
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,56.14403068,437.35456053451963,C
446.0,24.0,79.0,162.0,11.61,967.0,712.0,56.0,61.06688932,441.3796435198185,A
252.31,0.0,98.75,146.25,14.17,987.76,889.01,3.0,21.78054684,252.7257384729404,A
102.0,153.0,,192.0,0.0,887.0,942.0,90.0,25.460969728000002,96.64877790665398,B
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3.0,7.3980774799999995,164.79184920647094,A
153.1,145.0,,178.5,8.0,1001.9,688.7,28.0,25.559564796,150.9060774708713,C
295.71,0.0,95.64,171.54,8.87,955.14,859.2,14.0,35.2322236,293.3280356669331,A
252.31,0.0,98.75,146.25,14.17,987.76,889.01,56.0,55.82687172,247.0629404813054,A
213.76,98.06,,,6.65,1066.0,785.52,3.0,13.18278112,207.29754848676916,B
298.2,0.0,,209.7,,879.6,744.2,28.0,31.875164956000003,293.1841436119328,B
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91.0,59.19840936,522.0122166044462,A
167.95,42.08,,,5.72,1058.7,780.11,28.0,24.24197616,172.14342211260174,B
297.8,137.2,106.9,,6.0,878.4,655.3,28.0,53.524711356,289.656139190879,B
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,28.0,45.939785879999995,211.7697519575302,B
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,3.0,15.340841,217.00615557145593,A
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90.0,31.023662096000002,,A
164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28.0,18.033934256,163.31823772660655,B
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,56.0,35.852751999999995,170.08253133954742,C
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28.0,8.53571288,152.34088983161197,C
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56.0,29.97841648,346.74899580113134,A
284.0,15.0,141.0,179.0,5.46,842.0,801.0,7.0,24.13166,275.6569130328563,B
238.05,0.0,94.11,186.66,7.0,949.91,847.01,3.0,19.93275116,239.67674133608492,C
152.7,144.7,0.0,178.1,8.0,999.7,822.2,28.0,19.009542795999998,151.00130580282294,A
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28.0,41.684340008,196.68453165246223,A
222.36,,96.67,189.29,4.46,967.08,870.32,28.0,24.8900836,218.46250331166573,A
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365.0,25.083136879999998,228.1770758449768,C
252.31,0.0,98.75,146.25,14.17,987.76,889.01,28.0,50.60064364,242.54767923304027,C
387.0,20.0,94.0,157.0,11.61,938.0,845.0,28.0,46.68441996,380.55090407687265,A
500.0,0.0,0.0,200.0,,1125.0,613.0,1.0,12.63809508,495.39278356730296,B
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28.0,9.738159024,152.8271593551188,A
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28.0,38.500339839999995,208.2262879830054,B
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7.0,16.889404096,152.5856788166207,B
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,25.72434956,192.71638038406715,B
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,28.0,37.404073,207.51943752997315,B
491.0,26.0,123.0,201.0,3.93,822.0,699.0,7.0,37.92118,479.5495134762021,B
152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28.0,26.859916531999996,151.84846861535274,A
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90.0,54.27555072,467.33813094145995,B
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7.0,11.957582268,197.47125156600586,B
376.0,0.0,0.0,214.6,,1003.5,762.36,14.0,25.62092816,,A
194.68,0.0,100.52,165.62,,1006.4,905.9,100.0,37.34202016,190.7710343998398,C
312.7,0.0,0.0,178.1,8.0,999.7,822.2,28.0,25.10382116,307.13444514639076,B
213.5,0.0,174.24,159.21,11.66,,771.9,56.0,51.25564584,209.7105717799512,A
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28.0,25.745033839999998,216.1719588550438,C
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,56.0,39.2656582,243.80561690169796,C
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,,31.53663224,225.46249447778325,A
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90.0,54.315540328,468.0403026746875,A
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90.0,35.763120119999996,301.0313406743142,A
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.398217439999996,417.87032571267224,A
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90.0,47.782065751999994,235.7751233208902,C
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7.0,17.236210524,247.29321198826648,C
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0,31.35047372,375.63142412345263,B
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28.0,15.526310044,142.13886331399186,C
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3.0,10.0318758,224.36822967789755,A
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28.0,38.20386516,166.85994276613093,B
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7.0,19.539060364,199.00399035677745,C
322.0,149.0,0.0,186.0,8.0,951.0,709.0,28.0,52.42086028,309.7490992018838,B
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0,53.57917996,281.7615854262523,A
202.0,11.0,141.0,206.0,1.72,942.0,801.0,3.0,9.84965714581204,199.964978054324,A
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3.0,28.99936056,367.9272772082117,C
,0.0,0.0,192.0,,936.2,712.2,3.0,24.404692496,465.34059554629766,A
249.1,0.0,98.75,158.11,,987.76,889.01,3.0,15.361525279999999,240.5830891306554,C
,212.0,0.0,,0.0,971.8,748.5,90.0,39.6621069,134.8263272276876,A
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7.0,21.819846971999997,204.18939416771084,A
151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28.0,13.45857152,146.30681333751434,B
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28.0,53.38612668,438.93751335092617,B
246.83,0.0,125.08,,11.99,,800.89,100.0,66.42411784,238.8522479006788,B
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28.0,66.89985628,460.2799900519153,C
387.0,20.0,94.0,157.0,13.93,938.0,845.0,,46.68441996,376.9215528098237,B
,42.08,163.83,5000.0,5.72,1058.7,780.11,100.0,39.2311844,162.0312699483235,A
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28.0,31.178794196000002,309.21536980653156,C
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28.0,37.16965116,259.5214967006912,A
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28.0,38.461039708,306.7024484833613,C
280.0,129.0,100.0,172.0,9.0,825.0,805.0,28.0,52.82075636,276.9538567245343,C
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28.0,33.79811352,250.2576775833822,C
,0.0,0.0,180.0,0.0,1125.0,845.0,28.0,12.24509376,192.8782418424627,C
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180.0,44.207822168,136.34441155379358,B
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120.0,40.85834776,342.4943572547153,B
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3.0,24.0971862,329.87210506386754,A
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28.0,79.98611076,530.1141512392634,C
297.16,0.0,117.54,174.8,9.52,,753.45,56.0,51.95891136,291.4329007196978,A
302.0,0.0,,,0.0,974.0,817.0,14.0,18.12632404,297.1337939797997,A
,0.0,0.0,187.0,0.0,1025.0,745.0,7.0,30.143890719999998,387.5167831405421,C
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100.0,35.34253976,223.91809169999925,C
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28.0,22.347985588,111.33275099811566,A
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7.0,19.35014394,244.95123669094463,B
305.0,0.0,100.0,196.0,10.0,959.0,705.0,28.0,30.12320644,299.00672943095384,B
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7.0,38.60376124,466.79246300902366,B
167.0,75.4,,164.03,7.91,1007.3,770.1,56.0,53.46196904,164.7063276821389,A
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90.0,33.116911232,228.378532540433,C
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28.0,39.05192064,,C
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14.0,12.83804312,233.5687794470108,B
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,25.11662571527068,350.49239286432345,A
246.83,0.0,125.08,,11.99,1086.8,800.89,56.0,60.32225524,239.79660871426378,C
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.395359639999995,209.01510966887878,B
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,55.19944856,380.40562734075087,B
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28.0,33.94290348,246.9734374475776,A
212.0,0.0,124.78,159.0,,1085.4,799.54,56.0,45.08483564,208.8152692251976,B
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28.0,32.245413568000004,271.2596229658424,B
310.0,0.0,0.0,,0.0,970.0,850.0,28.0,27.923778,302.06631767576704,A
387.0,20.0,94.0,157.0,11.61,938.0,845.0,56.0,61.45989064,373.7657817473546,B
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270.0,38.407950056000004,236.13691687816268,A
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1.0,6.26733684,379.2107188501166,C
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3.0,9.561653168,198.8266860364435,A
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,28.0,33.27411176,245.31424154740688,C
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,100.0,49.99390476,175.41112463437267,A
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28.0,15.340841,142.46497219791948,A
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,3.0,15.81657944,172.58210169918323,B
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28.0,15.08573488,162.7197180058286,A
451.0,0.0,0.0,165.0,11.25,1030.0,745.0,28.0,78.80021203999999,438.2250583576816,B
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90.0,32.068218236,281.8743073759149,A
321.4,0.0,127.9,182.5,,870.1,779.7,28.0,37.265488323999996,313.9615040970782,A
,0.0,125.08,143.3,11.99,1086.8,800.89,28.0,52.5035974,243.8060014326931,B
214.9,53.8,121.89,155.63,9.61,1014.3,,28.0,52.20022796,,B
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28.0,61.887365759999994,526.0800476812785,B
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3.0,25.021084039999998,440.27155459820307,A
424.0,22.0,132.0,168.0,8.92,822.0,750.0,56.0,74.3649114581204,417.8924183650702,C
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28.0,15.42357812,146.11111016380104,B
295.71,0.0,95.64,171.54,8.87,955.14,859.2,3.0,22.94576128,294.9927348162298,C
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3.0,33.79811352,515.4343585029103,B
339.0,0.0,0.0,,0.0,968.0,781.0,28.0,32.039949719999996,330.487383337933,C
,,142.7,190.7,8.4,967.4,643.5,28.0,29.726068263999995,146.86876093720895,A
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28.0,33.398217439999996,244.83820641014563,B
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.19451236,466.6548528983176,A
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,56.0,51.72448952,167.34677733373212,C
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,14.98920824,347.2069860226571,A
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,66.78067543054136,350.7346885676675,C
424.0,22.0,132.0,178.0,8.48,822.0,750.0,56.0,65.69721314581203,,C
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7.0,8.374375495999999,149.30792995691053,B
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90.0,43.565230536,160.397159155058,A
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3.0,9.694722036,153.82374604763518,B
238.05,0.0,94.11,186.66,7.0,949.91,847.01,28.0,30.2335226,229.9986432646361,C
277.19,97.82,24.46,,11.19,1061.7,782.46,,30.44726016,274.85161466796706,C
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28.0,44.32641204,328.69815731514984,C
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.41668336,138.43696186176743,B
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91.0,73.29819356,434.1380052251204,A
202.0,11.0,141.0,,1.72,942.0,801.0,7.0,15.069975430541358,195.89488315330772,B
213.72,98.05,24.51,181.71,6.86,1065.8,,56.0,50.77301264,210.392415010771,A
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,14.0,29.93015316,247.5001396576695,A
,124.1,0.0,185.7,0.0,1083.4,764.3,7.0,7.995853172,183.1823451049298,A
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91.0,64.90037588,372.90540919730546,B
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.275580636,324.46294462200626,A
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13335876,485.8597023483229,B
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,82.5992248,382.76014750409155,B
366.0,187.0,0.0,191.0,,,757.0,28.0,65.90701084,,A
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28.0,51.331488199999995,267.55517916781025,A
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7.0,25.422359072,240.91321990819318,C
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28.0,22.629981272,200.52036301351723,A
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14.0,17.83674412,207.52236067979658,A
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28.0,18.19871902,136.72984995517828,B
379.5,151.2,,153.9,15.9,1134.3,605.0,7.0,47.09810556,374.4309244123722,C
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100.0,42.919881,207.86813110645187,C
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0,41.63745564,529.3167396207044,B
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,28.0,44.63667624,210.31576556178652,B
233.81,0.0,94.58,,4.567,947.04,852.16,28.0,22.83544512,228.5952423601522,C
143.0,,143.0,191.0,8.0,967.0,643.0,28.0,29.72331036,139.20476100753265,B
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,62.935369279999996,351.2459680399148,A
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28.0,31.419421319999998,289.41709804664094,B
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.691434559999998,247.61169358443158,C
,0.0,0.0,186.0,0.0,1040.0,734.0,28.0,36.93522932,383.48049378036313,B
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28.0,40.679083999999996,318.1859816852815,C
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7.0,14.54104884,370.2421558417121,A
165.0,0.02,,163.81,0.0,1005.6,900.9,100.0,37.9556538,162.69921111785476,C
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478,310.4382221768,C
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180.0,38.99676256,320.54047712707995,A
136.0,162.0,,172.0,10.0,923.0,764.0,28.0,29.06830816,132.3262803541146,C
,17.2,158.0,167.0,20.8,967.0,633.0,28.0,55.647607959999995,389.22306075617115,A
194.68,0.0,100.52,170.17,7.48,998.0,901.8,100.0,44.27814872,187.90012665097512,A
139.6,209.4,0.0,192.0,0.0,1047.0,,3.0,8.06342182,140.4756240160221,C
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90.0,40.563252031999994,375.03535090392177,C
194.68,0.0,100.52,170.17,7.48,998.0,901.8,28.0,37.2661778,194.74838496658452,A
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270.0,41.15137506,373.99692755666,B
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,14.0,21.601283079999998,176.33782557765014,C
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28.0,31.966865263999996,326.9501647218598,C
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,44.42293868,436.2269084858797,C
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,47.22221124,492.9871041576998,C
277.0,0.0,,191.0,0.0,968.0,856.0,14.0,21.26343984,272.1658283347648,C
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,,12.052040479999999,235.57330216725478,B
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,3.0,15.60973664,212.49765249013237,A
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,419.01546761120903,A
250.0,0.0,95.69,191.84,5.33,948.9,857.2,56.0,9999.0,245.20814340539835,A
168.88,42.22,124.25,,10.83,1080.8,796.15,14.0,23.5111316,166.03193726411735,B
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28.0,19.98790924,142.12162952382607,A
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28.0,56.61287436,323.9376725302455,C
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28.0,16.503987012,149.62014072158865,C
516.0,0.0,0.0,162.0,8.26,801.0,802.0,28.0,41.36856,507.9603992561276,B
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7.0,13.089012384,217.17010743622316,C
424.0,22.0,132.0,,8.48,822.0,750.0,7.0,39.004642284729314,410.83712494101667,A
425.0,106.3,0.0,,18.6,936.0,803.7,7.0,46.80163088,412.5319011629368,B
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28.0,51.021224,511.1725635284383,C
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,420.5775627257213,A
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90.0,39.700028079999996,210.61616095941966,C
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28.0,43.798273423999994,285.88091437355877,C
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3.0,28.296095039999997,313.63848106323286,C
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90.0,29.39236188,292.7626399855402,B
322.0,0.0,116.0,5000.0,10.0,818.0,813.0,28.0,31.17810472,,C
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28.0,17.95395504,148.77484213593934,A
122.6,183.9,0.0,203.5,0.0,958.2,,,3.31982694,117.22012355165528,B
491.0,26.0,123.0,210.0,3.93,882.0,699.0,56.0,59.590425715270676,476.67248963187734,B
194.68,0.0,100.52,170.17,7.48,998.0,901.8,56.0,43.388724679999996,194.01512047239916,B
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7.0,20.27748916,343.51588099731117,C
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3.0,41.09966436,392.6748384603048,C
260.9,100.5,78.3,200.6,8.6,864.5,,28.0,32.401235144,258.818596824369,C
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,3.0,13.54130864,207.53376646217367,C
261.9,110.5,86.1,195.4,5.0,895.2,732.6,28.0,33.71882378,258.09458801180034,A
